srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.1,47439.0,149.171.126.18,53.0,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238922,1424238922,0.003,0.0,0.0,0.0,0.0,0,2,,,,35,35,10,10,10,5,35,Generic,1
149.171.126.15,1043.0,175.45.176.3,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424245525,1424245525,0.007,0.0,0.0,0.0,0.0,0,0,,,,32,32,7,7,7,7,32,Benign,0
175.45.176.3,47439.0,149.171.126.15,53.0,udp,INT,6e-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424246212,1424246212,0.006,0.0,0.0,0.0,0.0,0,2,,,,28,28,17,17,17,17,28,Generic,1
59.166.0.8,55648.0,149.171.126.5,59154.0,udp,CON,0.001749,512,304,31,29,0,0,-,1756432.25,1042881.625,4,4,0,0,0,0,128,76,0,0,0.633568,0.282846,1421966306,1421966306,0.453,0.206,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,10,3,6,1,1,3,Benign,0
149.171.126.15,1043.0,175.45.176.3,53.0,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424247574,1424247574,0.003,0.0,0.0,0.0,0.0,0,0,,,,31,31,13,13,13,13,31,Benign,0
59.166.0.7,31960.0,149.171.126.7,53.0,udp,CON,0.001004,130,162,31,29,0,0,-,517928.3125,645418.375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421933149,1421933149,0.004,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,8,3,4,2,1,1,Benign,0
149.171.126.15,47439.0,175.45.176.3,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424244834,1424244834,0.007,0.0,0.0,0.0,0.0,0,0,,,,22,22,22,22,22,22,22,Benign,0
59.166.0.5,53041.0,149.171.126.0,53.0,udp,CON,0.001012,146,178,31,29,0,0,dns,577075.0625,703557.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421945682,1421945682,0.002,0.007,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5,4,3,2,1,1,1,Benign,0
149.171.126.15,47439.0,175.45.176.3,53.0,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424244454,1424244454,0.004,0.0,0.0,0.0,0.0,0,0,,,,41,41,19,19,19,19,41,Benign,0
59.166.0.0,9242.0,149.171.126.1,80.0,tcp,FIN,6.785807,18578,1087890,31,29,2,370,-,21839.70117,1280828.625,348,746,255,255,2794855928,2815075621,53,1458,0,0,1220.881807,752.573282,1421945154,1421945161,19.554709,9.107689,0.00069,0.000568,0.000122,0,0,0.0,0.0,0.0,16,18,18,16,12,8,8,Benign,0
59.166.0.9,38441.0,149.171.126.4,6881.0,tcp,FIN,4.043252,13350,548216,31,29,21,197,-,26301.60156,1082227.875,232,438,255,255,3350045943,3397744930,58,1252,0,0,6437.623576,4656.178201,1421947560,1421947564,17.501878,9.251076,0.000681,0.000531,0.00015,0,0,0.0,0.0,0.0,11,4,2,1,1,1,1,Benign,0
59.166.0.6,34585.0,149.171.126.7,53.0,udp,CON,0.001071,146,178,31,29,0,0,dns,545284.75,664799.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424252706,1424252706,0.002,0.006,0.0,0.0,0.0,0,0,,,,2,3,5,4,1,1,1,Benign,0
59.166.0.7,9746.0,149.171.126.9,45751.0,tcp,FIN,0.009987,2334,16822,31,29,7,12,-,1818363.75,13121057.0,36,38,255,255,1471029187,1479796666,65,443,0,0,17.503734,16.13697,1421961913,1421961913,0.275886,0.253946,0.000748,0.000587,0.000161,0,0,0.0,0.0,0.0,7,4,5,2,1,1,1,Benign,0
59.166.0.7,31226.0,149.171.126.1,29218.0,tcp,FIN,0.043967,5486,92132,31,29,7,42,-,987831.75,16592808.0,96,98,255,255,2886562714,749887519,57,940,0,0,0.0,23.508129,1421957019,1421957019,0.459411,0.447629,0.000676,0.000543,0.000133,0,0,0.0,0.0,0.0,10,1,2,5,1,1,1,Benign,0
59.166.0.3,55146.0,149.171.126.1,4212.0,tcp,FIN,0.22426,8928,320,31,29,4,1,ftp-data,295763.8438,9524.65918,14,6,255,255,3168888364,4021480514,638,53,0,0,1588.46178,67.867648,1421964272,1421964273,17.25077,44.721199,0.000659,0.000522,0.000137,0,0,0.0,0.0,0.0,3,3,5,2,1,1,2,Benign,0
175.45.176.0,16747.0,149.171.126.14,80.0,tcp,FIN,0.708521,942,1476,62,252,2,2,http,9574.875,15005.90625,10,10,255,255,2766809953,2309983270,94,148,1,278,4975.675012,126.185898,1424246105,1424246106,78.713,74.917445,0.044082,0.034255,0.009827,0,1,1.0,,,1,1,2,1,1,1,1,DoS,1
59.166.0.2,29863.0,149.171.126.6,42386.0,tcp,FIN,0.002985,320,1880,31,29,1,2,ftp-data,715577.9375,4408710.5,6,8,255,255,1070690163,3224198642,53,235,0,0,29.262192,0.567933,1421948158,1421948158,0.5308,0.347429,0.000687,0.000549,0.000138,0,0,0.0,0.0,0.0,3,8,4,7,1,1,4,Benign,0
59.166.0.0,15176.0,149.171.126.7,25.0,tcp,FIN,0.041216,37644,3380,31,29,18,8,smtp,7166343.0,640527.9375,52,42,255,255,418166168,2564600494,724,80,0,0,52.336184,2.239808,1424254610,1424254610,0.8174,0.993415,0.000606,0.000483,0.000123,0,0,,,,1,1,1,4,1,1,1,Benign,0
149.171.126.14,1043.0,175.45.176.1,53.0,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251953,1424251953,0.003,0.0,0.0,0.0,0.0,0,0,,,,32,32,23,23,23,23,32,Benign,0
59.166.0.8,2143.0,149.171.126.0,53097.0,tcp,FIN,0.010116,3864,2456,31,29,7,7,-,2886516.5,1834717.375,18,18,255,255,502399655,2651641580,215,136,0,0,28.243062,0.681488,1421970419,1421970419,0.519059,0.563765,0.000688,0.000522,0.000166,0,0,0.0,0.0,0.0,10,9,4,3,1,1,3,Benign,0
59.166.0.2,57771.0,149.171.126.0,22.0,tcp,FIN,0.611845,14616,17238,31,29,22,32,ssh,189237.4688,223180.7031,102,102,255,255,1210573141,1210804126,143,169,0,0,525.576196,528.141403,1424242553,1424242553,6.11845,6.044951,0.002997,0.001178,0.001819,0,0,,,,1,1,4,5,1,1,3,Benign,0
59.166.0.3,58964.0,149.171.126.9,53.0,udp,CON,0.001079,146,178,31,29,0,0,dns,541241.9375,659870.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424238469,1424238469,0.01,0.007,0.0,0.0,0.0,0,0,,,,2,1,1,8,2,1,1,Benign,0
59.166.0.1,19487.0,149.171.126.1,25182.0,tcp,FIN,0.014982,2854,30654,31,29,7,17,-,1490855.75,16027767.0,46,48,255,255,2891759651,746703542,62,639,0,0,18.288095,17.510465,1421939005,1421939005,0.323911,0.305298,0.000779,0.000622,0.000157,0,0,0.0,0.0,0.0,9,6,4,6,1,1,1,Benign,0
175.45.176.3,1043.0,149.171.126.15,53.0,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424244582,1424244582,0.004,0.0,0.0,0.0,0.0,0,2,,,,38,38,38,38,38,21,38,Generic,1
59.166.0.7,32190.0,149.171.126.9,53.0,udp,CON,0.001053,130,162,31,29,0,0,-,493827.1563,615384.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421932979,1421932979,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,9,16,3,2,1,1,2,Benign,0
59.166.0.8,19199.0,149.171.126.9,21.0,tcp,FIN,2.522742,2934,3742,31,29,11,15,ftp,9126.577148,11647.64356,52,54,255,255,183321777,278480058,56,69,0,0,3833.094412,127.981398,1424223453,1424223455,49.459335,47.59002,0.000578,0.000467,0.000111,0,0,,1.0,1.0,1,1,2,6,1,1,2,Benign,0
59.166.0.5,35993.0,149.171.126.6,53.0,udp,CON,0.001177,130,162,31,29,0,0,dns,441801.1875,550552.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421943737,1421943737,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,2,2,6,1,1,1,Benign,0
59.166.0.0,22241.0,149.171.126.3,53.0,udp,CON,0.001117,130,162,31,29,0,0,dns,465532.6875,580125.3125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424259615,1424259615,0.009,0.007,0.0,0.0,0.0,0,0,,,,2,2,3,5,2,1,1,Benign,0
59.166.0.6,13635.0,149.171.126.5,12445.0,tcp,FIN,0.305244,4472,2976,31,29,7,7,-,112696.7266,75218.51563,26,28,255,255,3953897413,3952762851,172,106,0,0,736.245904,19.225719,1424237353,1424237353,12.19736,11.285852,0.000647,0.000522,0.000125,0,0,,,,7,6,7,3,1,1,3,Benign,0
149.171.126.12,1043.0,175.45.176.0,53.0,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223612,1424223612,0.004,0.0,0.0,0.0,0.0,0,0,,,,15,15,7,7,7,7,15,Benign,0
59.166.0.2,43179.0,149.171.126.9,5190.0,tcp,FIN,1.818008,3640,19084,31,29,11,15,-,15669.89844,82362.67969,46,52,255,255,69273602,69593948,79,367,0,0,3522.457126,3310.919603,1421946205,1421946207,40.392399,35.63406,0.000805,0.00066,0.000145,0,0,0.0,0.0,0.0,9,10,4,8,2,1,4,Benign,0
59.166.0.1,62523.0,149.171.126.7,53.0,udp,CON,0.001065,130,162,31,29,0,0,dns,488262.9375,608450.75,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421946652,1421946652,0.011,0.01,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,5,3,4,1,1,2,Benign,0
59.166.0.6,46747.0,149.171.126.1,53.0,udp,CON,0.001095,146,178,31,29,0,0,dns,533333.375,650228.3125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424260830,1424260830,0.009,0.007,0.0,0.0,0.0,0,0,,,,3,2,3,7,2,1,2,Benign,0
149.171.126.18,47439.0,175.45.176.3,53.0,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424231453,1424231453,0.008,0.0,0.0,0.0,0.0,0,0,,,,29,29,5,5,5,5,29,Benign,0
175.45.176.3,47439.0,149.171.126.18,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424232992,1424232992,0.009,0.0,0.0,0.0,0.0,0,2,,,,32,32,18,19,18,18,32,Generic,1
59.166.0.9,56471.0,149.171.126.4,53.0,udp,CON,0.001052,146,178,31,29,0,0,dns,555133.0625,676806.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424260217,1424260217,0.007,0.007,0.0,0.0,0.0,0,0,,,,2,3,1,3,2,1,1,Benign,0
59.166.0.6,25050.0,149.171.126.6,60284.0,tcp,FIN,0.037958,4030,56526,31,29,7,27,-,836925.0,11738237.0,68,68,255,255,2491962651,2492298919,59,831,0,0,32.089526,0.831489,1421950540,1421950540,0.561612,0.564924,0.000824,0.000663,0.000161,0,0,0.0,0.0,0.0,4,7,2,4,1,1,1,Benign,0
59.166.0.1,8599.0,149.171.126.1,4870.0,tcp,FIN,0.023003,2974,30612,31,29,7,18,-,1013085.188,10433421.0,48,50,255,255,610800698,611140561,62,612,0,0,31.974448,31.526247,1421943805,1421943805,0.482596,0.456551,0.00078,0.000622,0.000158,0,0,0.0,0.0,0.0,7,2,1,2,1,1,1,Benign,0
59.166.0.5,15836.0,149.171.126.8,38188.0,tcp,FIN,0.008893,2230,15236,31,29,7,11,-,1947599.25,13325537.0,34,36,255,255,3744215468,3744523117,66,423,0,0,15.487582,14.277337,1424245631,1424245631,0.260061,0.243529,0.000743,0.000604,0.000139,0,0,,,,1,2,1,1,1,1,1,Benign,0
149.171.126.10,47439.0,175.45.176.0,53.0,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260898,1424260898,0.003,0.0,0.0,0.0,0.0,0,0,,,,37,37,19,19,19,19,37,Benign,0
59.166.0.9,40958.0,149.171.126.0,25.0,tcp,FIN,0.053648,37196,3380,31,29,18,8,smtp,5440054.0,492096.6563,52,42,255,255,2508631354,2509621867,715,80,0,0,92.258725,3.364941,1424228360,1424228360,1.06612,1.296854,0.000589,0.000474,0.000115,0,0,,,,1,1,7,2,1,1,2,Benign,0
59.166.0.5,25906.0,149.171.126.2,26107.0,tcp,FIN,0.06695,3494,42080,31,29,7,22,-,410336.0625,4941598.0,58,58,255,255,2908412087,763322951,60,726,0,0,85.912614,2.458152,1421963991,1421963992,1.168632,1.165053,0.000668,0.000531,0.000137,0,0,0.0,0.0,0.0,7,3,2,4,1,1,2,Benign,0
59.166.0.5,54479.0,149.171.126.3,59342.0,tcp,FIN,0.01562,2750,26584,31,29,7,16,-,1376696.625,13319847.0,44,46,255,255,1110629271,1110912013,63,578,0,0,21.893493,19.582446,1421941032,1421941032,0.355767,0.335244,0.000666,0.000529,0.000137,0,0,0.0,0.0,0.0,12,3,5,11,1,1,3,Benign,0
59.166.0.4,24099.0,149.171.126.3,14487.0,tcp,FIN,0.055959,4862,76316,31,29,7,36,-,686931.5,10783466.0,84,86,255,255,2124468426,4270195446,58,887,0,0,36.681636,36.44994,1424225349,1424225349,0.668723,0.650729,0.00077,0.000638,0.000132,0,0,,,,6,4,4,5,1,1,3,Benign,0
59.166.0.4,49867.0,149.171.126.2,53.0,udp,CON,0.000958,130,162,31,29,0,0,dns,542797.5,676409.1875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421952671,1421952671,0.011,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0.0,7,2,5,4,2,1,1,Benign,0
59.166.0.7,15593.0,149.171.126.3,53.0,udp,CON,0.001067,146,178,31,29,0,0,dns,547329.0,667291.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421950854,1421950854,0.009,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4,2,1,1,1,1,1,Benign,0
175.45.176.3,1043.0,149.171.126.15,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424245730,1424245730,0.009,0.0,0.0,0.0,0.0,0,2,,,,43,43,39,39,39,22,43,Generic,1
59.166.0.0,11011.0,149.171.126.3,21.0,tcp,FIN,0.021933,2934,3742,31,29,11,15,ftp,1049742.375,1339716.375,52,54,255,255,2830443771,681974461,56,69,0,0,29.228675,0.695969,1421941629,1421941629,0.423784,0.402415,0.000726,0.000598,0.000128,0,0,0.0,1.0,1.0,1,2,4,8,1,1,4,Benign,0
59.166.0.0,31393.0,149.171.126.0,27213.0,tcp,FIN,0.384916,4238,59594,31,29,7,30,-,86876.09375,1221856.125,72,74,255,255,752217417,752503931,59,805,0,0,283.835767,280.096446,1421937548,1421937549,5.416845,5.264836,0.000735,0.000576,0.000159,0,0,0.0,0.0,0.0,12,4,1,7,1,1,1,Benign,0
175.45.176.1,1043.0,149.171.126.18,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424238098,1424238098,0.009,0.0,0.0,0.0,0.0,0,2,,,,39,39,24,24,24,24,39,Generic,1
175.45.176.3,49987.0,149.171.126.14,80.0,tcp,FIN,1.873322,68117,698,254,252,26,1,http,285879.3125,2797.169922,58,16,255,255,3396958311,2410062997,1174,44,0,0,3286.240324,142.902047,1421927991,1421927993,31.898649,116.489266,0.220489,0.125976,0.094513,0,1,0.0,0.0,0.0,1,1,1,1,1,1,1,Fuzzers,1
59.166.0.7,59974.0,149.171.126.9,5190.0,tcp,FIN,0.005543,2048,2410,31,29,6,7,-,2833122.75,3345480.75,24,26,255,255,3934145111,3930266850,85,93,0,0,13.706203,12.118011,1424224822,1424224822,0.225826,0.19744,0.000729,0.000598,0.000131,0,0,,,,1,6,7,2,1,1,2,Benign,0
59.166.0.4,63507.0,149.171.126.1,6881.0,tcp,FIN,0.021836,1540,1644,31,29,4,4,-,529034.625,568968.6875,16,18,255,255,1066090104,1093361351,96,91,0,0,91.808118,2.22727,1421969586,1421969586,1.432733,1.254823,0.00064,0.000497,0.000143,0,0,0.0,0.0,0.0,16,8,6,7,4,1,4,Benign,0
175.45.176.0,47439.0,149.171.126.10,53.0,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259059,1424259059,0.003,0.0,0.0,0.0,0.0,0,2,,,,34,34,14,15,14,8,34,Generic,1
59.166.0.9,11623.0,149.171.126.0,111.0,udp,CON,0.004769,568,320,31,29,0,0,-,714615.1875,402600.0938,4,4,0,0,0,0,142,80,0,0,1.752919,1.522165,1424234234,1424234234,1.245,1.083333,0.0,0.0,0.0,0,0,,,,4,12,7,3,1,1,3,Benign,0
59.166.0.7,12364.0,149.171.126.7,14156.0,tcp,FIN,0.02233,2750,27730,31,29,7,16,-,963009.4375,9718944.0,44,46,255,255,2460361567,311085775,63,603,0,0,31.529311,30.325376,1421947630,1421947630,0.510767,0.482667,0.000754,0.000602,0.000152,0,0,0.0,0.0,0.0,9,3,1,8,1,1,1,Benign,0
59.166.0.8,22691.0,149.171.126.4,53.0,udp,CON,0.001108,146,178,31,29,0,0,dns,527075.8125,642599.25,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424250271,1424250271,0.009,0.008,0.0,0.0,0.0,0,0,,,,3,3,1,2,1,1,2,Benign,0
59.166.0.4,20796.0,149.171.126.6,44864.0,tcp,FIN,0.002972,320,1922,31,29,1,2,ftp-data,718707.9375,4527591.0,6,8,255,255,1625213945,3778672172,53,240,0,0,29.298267,0.560083,1421961734,1421961734,0.5312,0.345286,0.00069,0.000552,0.000138,0,0,0.0,0.0,0.0,3,3,5,9,1,1,4,Benign,0
59.166.0.7,27010.0,149.171.126.0,53.0,udp,CON,0.000987,146,178,31,29,0,0,dns,591692.0,721377.9375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424234553,1424234553,0.001,0.004,0.0,0.0,0.0,0,0,,,,4,3,3,2,1,1,2,Benign,0
59.166.0.1,14540.0,149.171.126.4,143.0,tcp,FIN,0.065842,7806,15616,31,29,30,32,-,940797.625,1882445.75,122,126,255,255,978465462,3124844773,64,124,0,0,59.958463,54.113884,1421938368,1421938368,0.541231,0.522616,0.000653,0.000511,0.000142,0,0,0.0,0.0,0.0,5,9,4,4,1,1,1,Benign,0
59.166.0.0,1105.0,149.171.126.3,21.0,tcp,FIN,0.698596,2934,3742,31,29,11,15,ftp,32957.53125,42061.50781,52,54,255,255,1473871263,1474912837,56,69,0,0,1373.537854,52.408574,1424231236,1424231236,13.691803,13.16868,0.000789,0.00065,0.000139,0,0,,1.0,1.0,1,2,7,5,1,1,5,Benign,0
59.166.0.2,54914.0,149.171.126.4,53.0,udp,CON,0.001067,146,178,31,29,0,0,dns,547329.0,667291.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424226355,1424226355,0.009,0.007,0.0,0.0,0.0,0,0,,,,4,3,2,5,2,1,2,Benign,0
59.166.0.1,64179.0,149.171.126.1,37774.0,tcp,FIN,0.01579,2646,25364,31,29,7,15,-,1308676.375,12558834.0,42,44,255,255,833044685,3003419850,63,576,0,0,0.0,22.733929,1421959070,1421959070,0.377366,0.35407,0.000713,0.000562,0.000151,0,0,0.0,0.0,0.0,19,4,2,2,1,1,2,Benign,0
59.166.0.0,45970.0,149.171.126.5,53.0,udp,CON,0.001097,130,162,31,29,0,0,dns,474020.0625,590701.9375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927609,1421927609,0.01,0.008,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,4,4,8,1,1,1,Benign,0
59.166.0.6,60379.0,149.171.126.9,6881.0,tcp,FIN,9.52787,13454,548216,31,29,21,197,-,11248.68359,459254.7813,234,438,255,255,1698386481,1795280611,57,1252,0,0,17369.48486,12717.90127,1424231129,1424231138,40.890836,21.800346,0.00126,0.001111,0.000149,0,0,,,,4,5,5,2,2,1,2,Benign,0
59.166.0.6,31686.0,149.171.126.0,53.0,udp,CON,0.001023,146,178,31,29,0,0,dns,570870.0,695992.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424259440,1424259440,0.001,0.004,0.0,0.0,0.0,0,0,,,,1,2,3,1,1,1,1,Benign,0
59.166.0.9,44315.0,149.171.126.7,54935.0,tcp,FIN,0.034964,4550,73698,31,29,7,33,-,1027800.063,16651871.0,78,80,255,255,3028355458,3028685042,58,921,0,0,23.240116,22.835881,1421965073,1421965073,0.44987,0.434354,0.000819,0.00064,0.000179,0,0,0.0,0.0,0.0,2,3,3,2,1,1,1,Benign,0
59.166.0.3,21623.0,149.171.126.9,53.0,udp,CON,0.001075,132,164,31,29,0,0,dns,491162.7813,610232.5625,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424241995,1424241995,0.02,0.009,0.0,0.0,0.0,0,0,,,,6,2,3,6,3,1,1,Benign,0
59.166.0.9,45623.0,149.171.126.7,22.0,tcp,FIN,0.006979,3728,5474,31,29,7,7,ssh,4140421.25,6013469.0,32,24,255,255,852068097,852341951,117,228,0,0,0.0,0.369434,1421959951,1421959951,0.225129,0.274826,0.000676,0.000553,0.000123,0,0,0.0,0.0,0.0,1,2,1,1,1,1,1,Benign,0
59.166.0.0,16985.0,149.171.126.7,80.0,tcp,FIN,1.004731,1580,10168,31,29,3,5,http,11537.41602,76470.21875,12,18,255,255,4290067503,2141435762,132,565,1,3924,9530.214354,7674.466348,1424254573,1424254574,91.308,59.073235,0.000615,0.000483,0.000132,0,0,1.0,,,1,1,8,1,1,1,1,Benign,0
149.171.126.18,47439.0,175.45.176.3,53.0,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424233559,1424233559,0.007,0.0,0.0,0.0,0.0,0,0,,,,16,16,16,16,16,8,16,Benign,0
59.166.0.6,54265.0,149.171.126.9,6881.0,tcp,FIN,0.363271,1540,1644,31,29,4,4,-,31799.95117,34200.36328,16,18,255,255,2758081136,676299567,96,91,0,0,1557.087314,33.932215,1421956432,1421956432,24.193399,20.889295,0.008286,0.008145,0.000141,0,0,0.0,0.0,0.0,6,10,2,5,1,1,1,Benign,0
59.166.0.3,52090.0,149.171.126.9,28559.0,tcp,FIN,0.130869,3390,44906,31,29,7,22,-,203562.3438,2697781.75,56,58,255,255,2197877044,2251045173,61,774,0,0,0.0,144.547366,1421968797,1421968797,2.373691,2.286579,0.000668,0.00053,0.000138,0,0,0.0,0.0,0.0,7,7,3,2,1,1,1,Benign,0
175.45.176.3,47439.0,149.171.126.18,53.0,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424233642,1424233642,0.009,0.0,0.0,0.0,0.0,0,2,,,,43,43,43,43,43,18,43,Generic,1
149.171.126.12,1043.0,175.45.176.0,53.0,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424224851,1424224851,0.001,0.0,0.0,0.0,0.0,0,0,,,,25,25,12,12,12,6,25,Benign,0
149.171.126.10,47439.0,175.45.176.0,53.0,udp,INT,6e-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261012,1424261012,0.006,0.0,0.0,0.0,0.0,0,0,,,,30,30,12,12,12,12,30,Benign,0
59.166.0.3,25567.0,149.171.126.9,53.0,udp,CON,0.001041,130,162,31,29,0,0,dns,499519.6875,622478.375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424222167,1424222167,0.009,0.007,0.0,0.0,0.0,0,0,,,,2,3,1,1,1,1,1,Benign,0
59.166.0.2,39965.0,149.171.126.5,50043.0,tcp,FIN,0.107866,4014,57706,31,29,7,28,-,293326.9063,4218716.0,68,70,255,255,793319232,793611234,59,824,0,0,91.250638,88.74214,1424232756,1424232756,1.629606,1.552319,0.000916,0.000747,0.000169,0,0,,,,6,7,6,4,1,1,3,Benign,0
59.166.0.3,3920.0,149.171.126.0,56483.0,udp,CON,0.001693,520,304,31,29,0,0,-,1842882.5,1077377.5,4,4,0,0,0,0,130,76,0,0,0.597741,0.310657,1421951497,1421951497,0.425667,0.222667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,8,8,4,5,1,1,3,Benign,0
59.166.0.7,64292.0,149.171.126.1,80.0,tcp,FIN,1.133997,1684,10168,31,29,3,5,http,11033.53906,67753.26563,14,18,255,255,3953213666,3954175866,120,565,1,3924,8834.719916,7736.095052,1424228448,1424228449,87.20469,66.672529,0.000703,0.00056,0.000143,0,0,1.0,,,1,3,4,4,1,1,1,Benign,0
59.166.0.2,4788.0,149.171.126.3,111.0,udp,CON,0.004617,568,312,31,29,0,0,-,738141.625,405458.0938,4,4,0,0,0,0,142,78,0,0,1.6749,1.485867,1424237270,1424237270,1.187333,1.057667,0.0,0.0,0.0,0,0,,,,15,6,5,9,1,1,4,Benign,0
59.166.0.0,27699.0,149.171.126.4,53.0,udp,CON,0.001023,146,178,31,29,0,0,dns,570870.0,695992.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421935070,1421935070,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,2,5,6,1,1,2,Benign,0
59.166.0.2,20546.0,149.171.126.0,22.0,tcp,FIN,0.018768,9504,12298,31,29,26,31,ssh,4013640.25,5196505.0,108,114,255,255,2588951670,443876626,88,108,0,0,10.902291,10.347677,1421939484,1421939484,0.172421,0.162161,0.000738,0.000595,0.000143,0,0,0.0,0.0,0.0,1,2,2,5,1,1,2,Benign,0
149.171.126.10,1043.0,175.45.176.0,53.0,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260042,1424260042,0.009,0.0,0.0,0.0,0.0,0,0,,,,14,14,14,14,14,14,14,Benign,0
59.166.0.8,1116.0,149.171.126.1,6881.0,tcp,FIN,0.086241,2960,64718,31,29,6,26,-,268085.9375,5912547.5,42,66,255,255,2247884364,102332977,70,981,0,0,121.855915,90.233155,1424254638,1424254638,2.095756,1.318646,0.000665,0.000526,0.000139,0,0,,,,7,13,9,8,6,1,6,Benign,0
